CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,1.0,1.0,0.9890332391884169,0.9911990901213171
190,160,0.9872047178101169,0.9831297823962789,0.9996993463990322,0.996317157712305
190,170,0.9929556722208833,0.9857637668741889,0.9998851724671484,0.9933564413633738
190,180,0.9843699020905601,0.9882443449891413,0.99956746154588,1.0
190,190,0.9827090535946944,0.9852705362894894,0.9971487777061588,0.9910456383593298
190,200,0.975895228590909,0.9702379537533035,0.9970499173790184,0.9901790872328133
190,210,0.9841311569852548,0.9855673623443986,0.9995565394009621,0.9933564413633738
190,220,0.981031257974412,0.9901673339729089,1.0,0.9913344887348352
190,230,0.975297880600946,0.9879827496902817,0.9994383893436225,0.9913344887348352
190,240,0.9791994071939137,0.9865344049868414,0.9995652015514088,0.9789139225880993
190,250,0.9830563972497107,0.971801875193127,0.9969077580056416,0.9815135759676487
